canonical_id,name,normalized_name,description,normalized_category,category_tags,address,city_regency,district,village,latitude,longitude,rating,review_count,price_min,price_max,currency,price_notes,opening_hours,phone,website,business_status,facilities,primary_source,source_count,first_collected_at,last_collected_at,last_verified_at,dedup_confidence,needs_manual_review,classification,classification_confidence,classification_signals,classification_reason,parent_canonical_id,place_relationship,dedup_cluster_id,dedup_reason
can_1fef284e7d10,Dermaga Pulau Pahawang,dermaga pahawang,,island,"['island', 'nature']","869J+P7C, Unnamed Road, Pulau Pahawang, Kec. Punduh Pidada, Kabupaten Pesawaran, Lampung 35453, Indonesia",Kabupaten Pesawaran,"Pulau Pahawang, Kecamatan Punduh Pidada",,-5.6806875,105.2306406,4.8,795.0,,,,,,+6282184661326,https://www.google.com/maps/search/?api=1&query=dermaga%20pulau%20pahawang&query_place_id=chij8eabclelqs4rwcqa9uteyfm,OPERATIONAL,"['Fasilitas: Toilet', 'Perencanaan: Disarankan untuk mendapatkan tiket terlebih dahulu', 'Pembayaran: Hanya tunai', 'Anak-anak: Cocok untuk anak-anak']",apify_google_maps,1,2026-07-13T03:18:12.408Z,2026-07-13T03:18:12.408Z,2026-07-13T13:48:44.392336+00:00,1.0,True,accepted,1.0,['category_accepted'],Kategori utama 'Tujuan Wisata' disetujui,can_b8395881499f,supporting_facility,can_1fef284e7d10,canonical_root
can_a2c04d65d663,Puncak Bukit Cendana Pesawaran,puncak cendana pesawaran,,hill,"['nature', 'hill']","Hutan, Kec. Hutan, Kabupaten Pesawaran, Lampung 35451, Indonesia",Kabupaten Pesawaran,"Hutan, Kecamatan Hutan",,-5.5399929,105.1077046,4.6,353.0,,,,,Senin: Buka 24 jAM; Selasa: Buka 24 jAM; Rabu: Buka 24 jAM; Kamis: Buka 24 jAM; Jumat: Buka 24 jAM; Sabtu: Buka 24 jAM; Minggu: Buka 24 jAM,,https://www.google.com/maps/search/?api=1&query=puncak%20bukit%20cendana%20pesawaran&query_place_id=chijc0rixburqs4rwly-4d2pskc,OPERATIONAL,"['Fasilitas: Toilet', 'Anak-anak: Cocok untuk anak-anak']",apify_google_maps,1,2026-07-13T03:18:56.782Z,2026-07-13T03:18:56.782Z,2026-07-13T13:48:44.434987+00:00,1.0,True,accepted,1.0,['category_accepted'],Kategori utama 'Tujuan Wisata' disetujui,can_73e67cc62426,part_of,can_a2c04d65d663,canonical_root
can_b4d1f1d155c3,Bukit Lantana Harapan Jaya,lantana harapan jaya,,hill,"['nature', 'hill']","Hutan, Kec. Hutan, Kabupaten Pesawaran, Lampung 35451, Indonesia",Kabupaten Pesawaran,"Hutan, Kecamatan Hutan",,-5.5364933,105.1007777,4.9,28.0,,,,,Senin: Buka 24 jAM; Selasa: Buka 24 jAM; Rabu: Buka 24 jAM; Kamis: Buka 24 jAM; Jumat: Buka 24 jAM; Sabtu: Buka 24 jAM; Minggu: Buka 24 jAM,+6285279794933,https://www.google.com/maps/search/?api=1&query=bukit%20lantana%20harapan%20jaya&query_place_id=chij3cntqxyrqs4raszrazo3pcu,OPERATIONAL,[],apify_google_maps,1,2026-07-13T03:18:56.782Z,2026-07-13T03:18:56.782Z,2026-07-13T13:48:44.440555+00:00,1.0,True,accepted,1.0,['category_accepted'],Kategori utama 'Tujuan Wisata' disetujui,can_f391c6effacf,part_of,can_b4d1f1d155c3,canonical_root
can_d2f2f7cfc4cd,Cendana Mountain Bike Park,cendana mountain bike,,mountain,"['nature', 'camping', 'park', 'mountain']","Jl. Melati, Hutan, Kec. Hutan, Kabupaten Pesawaran, Lampung 35451, Indonesia",Kabupaten Pesawaran,"Hutan, Kecamatan Hutan",,-5.5394643,105.1074129,4.6,62.0,,,,,,+6285279794933,https://www.google.com/maps/search/?api=1&query=cendana%20mountain%20bike%20park&query_place_id=chijbqcfyyurqs4rjeqildmztbm,OPERATIONAL,"['Fasilitas: Toilet', 'Fasilitas: Toilet umum', 'Hewan Peliharaan: Anjing boleh masuk']",apify_google_maps,1,2026-07-13T03:18:59.818Z,2026-07-13T03:18:59.818Z,2026-07-13T13:48:44.482385+00:00,1.0,True,accepted,1.0,['category_accepted'],Kategori utama 'Bumi Perkemahan' disetujui,can_73e67cc62426,part_of,can_d2f2f7cfc4cd,canonical_root
can_43190e32adf4,Sea WALKER KAISAR 77 PAHAWANG,sea walker kaisar 77 pahawang,,other,['other'],"86FC+VXJ, Pulau Pahawang, Pardasuka, Kabupaten Pesawaran, Lampung 35453, Indonesia",Kabupaten Pesawaran,"Pulau Pahawang, Pardasuka",,-5.6752922,105.2224062,5.0,4.0,,,,,Senin: 08.30 to 05.30; Selasa: 08.30 to 05.30; Rabu: 08.30 to 05.30; Kamis: 08.30 to 05.30; Jumat: 08.30 to 05.30; Sabtu: 08.30 to 05.30; Minggu: 08.30 to 05.30,+6283863266079,https://www.google.com/maps/search/?api=1&query=sea%20walker%20kaisar%2077%20pahawang&query_place_id=chijscggvaavqs4rzs1pan6lvwo,OPERATIONAL,['Anak-anak: Cocok untuk anak-anak'],apify_google_maps,1,2026-07-13T03:19:01.115Z,2026-07-13T03:19:01.115Z,2026-07-13T13:48:44.495280+00:00,1.0,True,accepted,1.0,['category_accepted'],Kategori utama 'Tujuan Wisata' disetujui,can_59a8f91551ac,part_of,can_43190e32adf4,canonical_root
can_5eb80b0dba74,Bumi pahawang,bumi pahawang,,other,['other'],"C67G+5PP, Jl. Mahitam, Gebang, Kec. Padang Cermin, Kabupaten Pesawaran, Lampung 35451, Indonesia",Kabupaten Pesawaran,"Gebang, Kecamatan Padang Cermin",,-5.5870338,105.2268268,5.0,1.0,,,,,,,https://www.google.com/maps/search/?api=1&query=bumi%20pahawang&query_place_id=chijp-m9mganqs4rvxmregywunk,OPERATIONAL,['Anak-anak: Cocok untuk anak-anak'],apify_google_maps,1,2026-07-13T03:19:12.459Z,2026-07-13T03:19:12.459Z,2026-07-13T13:48:44.635239+00:00,1.0,True,accepted,1.0,['category_accepted'],Kategori utama 'Tujuan Wisata' disetujui,can_2d308585317a,part_of,can_5eb80b0dba74,canonical_root
can_dc84297958b2,Transportasi Wisata Pulau Pahawang,transportasi pahawang,,island,"['island', 'nature']","Pantai Klara2, Dermag 4 Desa, Batu Menyan, Kec. Padang Cermin, Kabupaten Pesawaran, Lampung 35454, Indonesia",Kabupaten Pesawaran,"Batu Menyan, Kecamatan Padang Cermin",,-5.5878488,105.2296208,,,,,,,,+6285380711985,https://www.google.com/maps/search/?api=1&query=transportasi%20wisata%20pulau%20pahawang&query_place_id=chij64s1jo4nqs4r2oyp9kkj2pk,OPERATIONAL,"['Fasilitas: Toilet', 'Anak-anak: Cocok untuk anak-anak']",apify_google_maps,1,2026-07-13T03:19:13.207Z,2026-07-13T03:19:13.207Z,2026-07-13T13:48:44.639565+00:00,1.0,True,accepted,1.0,['category_accepted'],Kategori utama 'Tujuan Wisata' disetujui,can_2d308585317a,supporting_facility,can_dc84297958b2,canonical_root
can_b53e4518f5d4,Tugu Andan Jejama,tugu andan jejama,,park,['park'],"J32C+33W, Waylayap, Kec. Gedong Tataan, Kabupaten Pesawaran, Lampung 35366, Indonesia",Kabupaten Pesawaran,"Waylayap, Kecamatan Gedong Tataan",,-5.3997525,105.0701905,4.0,44.0,,,,,Senin: Buka 24 jAM; Selasa: Buka 24 jAM; Rabu: Buka 24 jAM; Kamis: Buka 24 jAM; Jumat: Buka 24 jAM; Sabtu: Buka 24 jAM; Minggu: Buka 24 jAM,,https://www.google.com/maps/search/?api=1&query=tugu%20andan%20jejama&query_place_id=chijm_hlvfdsqc4ro4kydzro_hc,OPERATIONAL,['Anak-anak: Cocok untuk anak-anak'],apify_google_maps,1,2026-07-13T03:20:43.352Z,2026-07-13T03:20:43.352Z,2026-07-13T13:48:45.134116+00:00,1.0,True,accepted,0.9,['high_reviews:44'],Kategori 'Taman' disetujui dengan sinyal: high_reviews:44,can_e4a68e4d0072,part_of,can_b53e4518f5d4,canonical_root
can_7ecb1aed83dd,Air Terjun Kembar Congkanan,kembar congkanan,,waterfall,"['nature', 'waterfall']","FX3G+3Q, Bayas Jaya, Kec. Way Khilau, Kabupaten Pesawaran, Lampung 35368, Indonesia",Kabupaten Pesawaran,"Bayas Jaya, kecamatan Way Khilau",,-5.54734,104.976934,4.0,4.0,,,,,,,https://www.google.com/maps/search/?api=1&query=air%20terjun%20kembar%20congkanan&query_place_id=chijsw-mwqdvri4rtoe7tyhs3pg,OPERATIONAL,[],apify_google_maps,1,2026-07-13T03:20:46.455Z,2026-07-13T03:20:46.455Z,2026-07-13T13:48:45.222679+00:00,1.0,True,accepted,1.0,['category_accepted'],Kategori utama 'Tujuan Wisata' disetujui,can_e53e6824a04c,part_of,can_7ecb1aed83dd,canonical_root
can_defc79129a5b,Spot garuda pahawang,garuda pahawang,,other,['other'],"86FC+VXJ, Pulau Pahawang, Pardasuka, Kabupaten Pringsewu, Lampung 35453, Indonesia",Kabupaten Pringsewu,"Pulau Pahawang, Pardasuka",,-5.6752922,105.2224062,5.0,1.0,,,,,,,https://www.google.com/maps/search/?api=1&query=spot%20garuda%20pahawang&query_place_id=chijs_dizqalqs4ra6phbpvxnno,OPERATIONAL,[],apify_google_maps,1,2026-07-13T03:20:59.471Z,2026-07-13T03:20:59.471Z,2026-07-13T13:48:45.232899+00:00,1.0,True,accepted,1.0,['category_accepted'],Kategori utama 'Tujuan Wisata' disetujui,can_d5eff4e1d4aa,part_of,can_defc79129a5b,canonical_root
can_ce432d44aecd,mahitam water sport,mahitam water sport,,other,['other'],"C65V+759, Gebang, Kec. Padang Cermin, Kabupaten Pesawaran, Lampung, Indonesia",Kabupaten Pesawaran,"Gebang, Kecamatan Padang Cermin",,-5.5918358,105.2429925,5.0,1.0,,,,,,,https://www.google.com/maps/search/?api=1&query=mahitam%20water%20sport&query_place_id=chijfxu8rzgnqs4rugjjxpjzrim,OPERATIONAL,[],apify_google_maps,1,2026-07-13T03:21:31.644Z,2026-07-13T03:21:31.644Z,2026-07-13T13:48:45.258592+00:00,1.0,True,accepted,1.0,['category_accepted'],Kategori utama 'Tujuan Wisata' disetujui,can_e75715fe1d69,part_of,can_ce432d44aecd,canonical_root
can_e005614abeac,Pemandian Way Bekhak Sukaraja Gunung Alip,way bekhak sukaraja alip,,mountain,"['nature', 'recreation', 'park', 'mountain']","HQW2+MWQ, Jl. Raya Banjarnegeri, Sukaraja, Gn. Alip, Kabupaten Tanggamus, Lampung 35379, Indonesia",Kabupaten Tanggamus,"Sukaraja, Gunung Alip",,-5.4032886,104.7523501,4.5,428.0,,,,,Senin: 07.00 to 18.00; Selasa: 07.00 to 18.00; Rabu: 07.00 to 18.00; Kamis: 07.00 to 18.00; Jumat: 07.00 to 18.00; Sabtu: 07.00 to 18.00; Minggu: 07.00 to 18.00,,https://www.google.com/maps/search/?api=1&query=pemandian%20way%20bekhak%20sukaraja%20gunung%20alip&query_place_id=chijssgpsj8kry4rchnfjtsuvhg,OPERATIONAL,"['Penawaran: Makanan', 'Fasilitas: Toilet', 'Pembayaran: Hanya tunai', 'Anak-anak: Cocok untuk anak-anak', 'Anak-anak: Taman bermain']",apify_google_maps,1,2026-07-13T03:20:45.763Z,2026-07-13T03:20:45.763Z,2026-07-13T13:48:45.646816+00:00,1.0,True,accepted,1.0,['category_accepted'],Kategori utama 'Taman Rekreasi Air' disetujui,can_eed1ff55b8a0,part_of,can_e005614abeac,canonical_root
can_a12a34f255cd,Mata Air Way Bekhak 1,mata air way bekhak 1,,other,['other'],"HQW2+CJ9, Unnamed Road, Sukaraja, Gn. Alip, Kabupaten Tanggamus, Lampung 35378, Indonesia",Kabupaten Tanggamus,"Sukaraja, Gunung Alip",,-5.4039719,104.7516205,4.5,105.0,,,,,,,https://www.google.com/maps/search/?api=1&query=mata%20air%20way%20bekhak%201&query_place_id=chijfr9tvsmjry4rych2fz99soo,OPERATIONAL,"['Fasilitas: Toilet', 'Anak-anak: Cocok untuk anak-anak']",apify_google_maps,1,2026-07-13T03:20:45.948Z,2026-07-13T03:20:45.948Z,2026-07-13T13:48:45.669503+00:00,1.0,True,accepted,1.0,['category_accepted'],Kategori utama 'Tujuan Wisata' disetujui,can_eed1ff55b8a0,part_of,can_a12a34f255cd,canonical_root
can_2072b3547930,Mata Air Sumberagung1,mata air sumberagung1,,recreation,"['recreation', 'park']","Margoyoso, Kec. Sumberejo, Kabupaten Tanggamus, Lampung 35374, Indonesia",Kabupaten Tanggamus,"Margoyoso, Kecamatan Sumberejo",,-5.3711286,104.6779113,4.4,444.0,,,,,Senin: 07.00 to 17.00; Selasa: 07.00 to 17.00; Rabu: 07.00 to 17.00; Kamis: 07.00 to 17.00; Jumat: 07.00 to 17.00; Sabtu: 07.00 to 17.00; Minggu: 07.00 to 17.00,+6285814272792,https://www.google.com/maps/search/?api=1&query=mata%20air%20sumberagung1&query_place_id=chij1qknm0g9ry4rssayhxz9qwu,OPERATIONAL,"['Penawaran: Makanan', 'Anak-anak: Cocok untuk anak-anak', 'Anak-anak: Taman bermain']",apify_google_maps,1,2026-07-13T03:20:47.908Z,2026-07-13T03:20:47.908Z,2026-07-13T13:48:45.701200+00:00,1.0,True,accepted,1.0,['category_accepted'],Kategori utama 'Taman Rekreasi Air' disetujui,can_65c1d43cb691,part_of,can_2072b3547930,canonical_root
can_00055c1c8161,Wisata Mata Air Gunung Batu,mata air batu,,mountain,"['nature', 'mountain']","JMHH+G53, Margoyoso, Kec. Sumberejo, Kabupaten Tanggamus, Lampung 35679, Indonesia",Kabupaten Tanggamus,"Margoyoso, Kecamatan Sumberejo",,-5.3712369,104.6779091,3.9,34.0,,,,,Senin: 07.00 to 17.00; Selasa: 07.00 to 17.00; Rabu: 07.00 to 17.00; Kamis: 07.00 to 17.00; Jumat: 07.00 to 17.00; Sabtu: 07.00 to 17.00; Minggu: 07.00 to 17.00,,https://www.google.com/maps/search/?api=1&query=wisata%20mata%20air%20gunung%20batu&query_place_id=chijctskiqa9ry4rdjcmawrtlys,OPERATIONAL,"['Fasilitas: Toilet', 'Anak-anak: Cocok untuk anak-anak', 'Anak-anak: Taman bermain']",apify_google_maps,1,2026-07-13T03:21:03.139Z,2026-07-13T03:21:03.139Z,2026-07-13T13:48:45.891446+00:00,1.0,True,accepted,1.0,['category_accepted'],Kategori utama 'Tujuan Wisata' disetujui,can_65c1d43cb691,part_of,can_00055c1c8161,canonical_root
can_b89c723f7060,Sumber Mata Air Gunung Batu Margoyoso,sumber mata air batu margoyoso,,mountain,"['nature', 'mountain']","JMHH+88X, Jalan Pasar Gunung Batu, Margoyoso, Kec. Sumberejo, Kabupaten Tanggamus, Lampung 35679, Indonesia",Kabupaten Tanggamus,"Margoyoso, Kecamatan Sumberejo",,-5.3716353,104.6783456,4.6,7.0,,,,,,,https://www.google.com/maps/search/?api=1&query=sumber%20mata%20air%20gunung%20batu%20margoyoso&query_place_id=chijt1fviwa9ry4rtye8cap9jvm,OPERATIONAL,['Anak-anak: Cocok untuk anak-anak'],apify_google_maps,1,2026-07-13T03:21:03.140Z,2026-07-13T03:21:03.140Z,2026-07-13T13:48:45.901717+00:00,1.0,True,accepted,1.0,['category_accepted'],Kategori utama 'Tujuan Wisata' disetujui,can_65c1d43cb691,part_of,can_b89c723f7060,canonical_root
can_ef591262057e,PARKIRAN WISATA MATA AIR GUNUNG BATU,parkiran mata air batu,,mountain,"['nature', 'park', 'mountain']","JMHH+6GR, Jalan Raya Gunung Batu, Margoyoso, Kec. Sumberejo, Kabupaten Tanggamus, Lampung 35679, Indonesia",Kabupaten Tanggamus,"Margoyoso, Kecamatan Sumberejo",,-5.3718848,104.6787737,4.5,2.0,,,,,Senin: Buka 24 jAM; Selasa: Buka 24 jAM; Rabu: Buka 24 jAM; Kamis: Buka 24 jAM; Jumat: Buka 24 jAM; Sabtu: Buka 24 jAM; Minggu: Buka 24 jAM,+628526793218,https://www.google.com/maps/search/?api=1&query=parkiran%20wisata%20mata%20air%20gunung%20batu&query_place_id=chijwyafcwa9ry4r0mijhk44bbi,OPERATIONAL,['Anak-anak: Cocok untuk anak-anak'],apify_google_maps,1,2026-07-13T03:21:03.140Z,2026-07-13T03:21:03.140Z,2026-07-13T13:48:45.908446+00:00,1.0,True,accepted,1.0,['category_accepted'],Kategori utama 'Tujuan Wisata' disetujui,can_65c1d43cb691,supporting_facility,can_ef591262057e,canonical_root
can_8d54a631e32a,Tempat parkir wisata mata air gunung batu margoyoso,parkir mata air batu margoyoso,,mountain,"['nature', 'park', 'mountain']","JMHH+M28, Margoyoso, Kec. Sumberejo, Kabupaten Tanggamus, Lampung 35679, Indonesia",Kabupaten Tanggamus,"Margoyoso, Kecamatan Sumberejo",,-5.3708487,104.6775889,4.3,3.0,,,,,,,https://www.google.com/maps/search/?api=1&query=tempat%20parkir%20wisata%20mata%20air%20gunung%20batu%20margoyoso&query_place_id=chijv98viqa9ry4rheof_ttzq1m,OPERATIONAL,['Anak-anak: Cocok untuk anak-anak'],apify_google_maps,1,2026-07-13T03:21:03.816Z,2026-07-13T03:21:03.816Z,2026-07-13T13:48:45.920759+00:00,1.0,True,accepted,1.0,['category_accepted'],Kategori utama 'Tujuan Wisata' disetujui,can_65c1d43cb691,supporting_facility,can_8d54a631e32a,canonical_root
can_dd7cc4c40c55,Ganong mata air,ganong mata air,,other,['other'],"JMGH+Q59, Jl. Raya Margoyoso, gunung batu, Margoyoso, Kec. Sumberejo, Kabupaten Tanggamus, Lampung 35679, Indonesia",Kabupaten Tanggamus,"Margoyoso, Kecamatan Sumberejo",,-5.3707913,104.6775268,5.0,2.0,,,,,,,https://www.google.com/maps/search/?api=1&query=ganong%20mata%20air&query_place_id=chijpzopdaa9ry4rovrxsy0ncp8,OPERATIONAL,['Anak-anak: Cocok untuk anak-anak'],apify_google_maps,1,2026-07-13T03:21:04.431Z,2026-07-13T03:21:04.431Z,2026-07-13T13:48:45.985115+00:00,1.0,True,accepted,1.0,['category_accepted'],Kategori utama 'Tujuan Wisata' disetujui,can_65c1d43cb691,part_of,can_dd7cc4c40c55,canonical_root
can_866693810d63,Air Terjun Lembah Pelangi Ulu Belu,lembah pelangi ulu belu,,waterfall,"['nature', 'waterfall']","MG8W+M97, Sukamaju, Kec. Ulubelu, Kabupaten Tanggamus, Lampung 35686, Indonesia",Kabupaten Tanggamus,"Sukamaju, Kecamatan Ulubelu",,-5.33334,104.5459109,4.5,510.0,,,,,Senin: Buka 24 jAM; Selasa: Buka 24 jAM; Rabu: Buka 24 jAM; Kamis: Buka 24 jAM; Jumat: Buka 24 jAM; Sabtu: Buka 24 jAM; Minggu: Buka 24 jAM,,https://www.google.com/maps/search/?api=1&query=air%20terjun%20lembah%20pelangi%20ulu%20belu&query_place_id=chiju24izjwrry4rnajq3l0uo7i,OPERATIONAL,['Fasilitas: Toilet'],apify_google_maps,1,2026-07-13T03:22:39.274Z,2026-07-13T03:22:39.274Z,2026-07-13T13:48:46.793487+00:00,1.0,True,accepted,1.0,['category_accepted'],Kategori utama 'Tujuan Wisata' disetujui,can_ad889bc099a0,part_of,can_866693810d63,canonical_root
can_bd4974eeb695,Puncak Danau Datarajan Ulu Belu,puncak datarajan ulu belu,,lake,"['nature', 'lake']","JJR9+VW8, Jl. Raya Datarajan, Datarajan, Kec. Ulubelu, Kabupaten Tanggamus, Lampung 35387, Indonesia",Kabupaten Tanggamus,"Datarajan, Kecamatan Ulubelu",,-5.35785,104.6198357,4.6,8.0,,,,,Senin: Buka 24 jAM; Selasa: Buka 24 jAM; Rabu: Buka 24 jAM; Kamis: Buka 24 jAM; Jumat: Buka 24 jAM; Sabtu: Buka 24 jAM; Minggu: Buka 24 jAM,,https://www.google.com/maps/search/?api=1&query=puncak%20danau%20datarajan%20ulu%20belu&query_place_id=chijztsaczqxry4rame7p5mbjh4,OPERATIONAL,['Anak-anak: Cocok untuk anak-anak'],apify_google_maps,1,2026-07-13T03:22:39.683Z,2026-07-13T03:22:39.683Z,2026-07-13T13:48:46.802826+00:00,1.0,True,accepted,1.0,['category_accepted'],Kategori utama 'Tujuan Wisata' disetujui,can_e067b18516ae,part_of,can_bd4974eeb695,canonical_root
can_9f3985b3d409,Pantai Cemara Beach & Camp Digul,cemara camp digul,,beach,"['nature', 'camping', 'beach']","Pantai Cemara Digul, Tj. Agung, Kabupaten Tanggamus, Lampung 35384, Indonesia",Kabupaten Tanggamus,Tanjung Agung,,-5.5109205,104.5636488,5.0,20.0,,,,,,+628117911796,https://cemara-beach.web.app,OPERATIONAL,"['Dari bisnis: Mengidentifikasi diri sebagai milik perempuan', 'Fasilitas: Toilet', 'Anak-anak: Cocok untuk anak-anak']",apify_google_maps,1,2026-07-13T03:24:30.242Z,2026-07-13T03:24:30.242Z,2026-07-13T13:48:47.763804+00:00,1.0,True,accepted,1.0,['category_accepted'],Kategori utama 'Tujuan Wisata' disetujui,can_51f513d20941,part_of,can_9f3985b3d409,canonical_root
can_935271dd2e4a,PANTAI KAKHANG BETUAH,kakhang betuah,,beach,"['nature', 'beach']","CGPX+4QV, Jl. Khikit, Betung, Kec. Pematang Sawa, Kabupaten Tanggamus, Lampung 35382, Indonesia",Kabupaten Tanggamus,"Betung, Kecamatan Pematang Sawa",,-5.5646399,104.5494141,5.0,4.0,,,,,,,https://www.google.com/maps/search/?api=1&query=pantai%20kakhang%20betuah&query_place_id=chijsydevwljri4rmsmwxrtbobu,OPERATIONAL,['Anak-anak: Cocok untuk anak-anak'],apify_google_maps,1,2026-07-13T03:27:50.465Z,2026-07-13T03:27:50.465Z,2026-07-13T13:48:49.803858+00:00,1.0,True,accepted,1.0,['category_accepted'],Kategori utama 'Tujuan Wisata' disetujui,can_77cbe84ab968,part_of,can_935271dd2e4a,canonical_root
can_f4fd443e3174,WISATA KAKHANG BUTUAH,kakhang butuah,,recreation,['recreation'],"Betung, Kec. Pematang Sawa, Kabupaten Tanggamus, Lampung 35382, Indonesia",Kabupaten Tanggamus,"Betung, Kecamatan Pematang Sawa",,-5.5662336,104.5491788,4.8,13.0,,,,,Senin: Buka 24 jAM; Selasa: Buka 24 jAM; Rabu: Buka 24 jAM; Kamis: Buka 24 jAM; Jumat: Buka 24 jAM; Sabtu: Buka 24 jAM; Minggu: Buka 24 jAM,,https://www.google.com/maps/search/?api=1&query=wisata%20kakhang%20butuah&query_place_id=chijbfmunsdjri4r6szc7getwis,OPERATIONAL,"['Fasilitas: Toilet', 'Anak-anak: Cocok untuk anak-anak']",apify_google_maps,1,2026-07-13T03:28:07.241Z,2026-07-13T03:28:07.241Z,2026-07-13T13:48:49.897236+00:00,1.0,True,accepted,1.0,['category_accepted'],Kategori utama 'Tujuan Wisata' disetujui,can_77cbe84ab968,part_of,can_f4fd443e3174,canonical_root
can_bf08bd9763ad,Water Park Lembah Hijau,water lembah hijau,,waterpark,"['waterpark', 'recreation', 'park']","H6PJ+5VQ, Jl. Raden Imba Kusuma Ratu, Sukadana Ham, Kec. Tj. Karang Bar., Kota Bandar Lampung, Lampung 35116, Indonesia",Kota Bandar Lampung,"Sukadana Ham, Kecamatan Tanjung Karang Barat",,-5.4145301,105.2322432,4.2,1015.0,,,,,Senin: 08.00 to 16.00; Selasa: 08.00 to 16.00; Rabu: 08.00 to 16.00; Kamis: 08.00 to 16.00; Jumat: 08.00 to 16.00; Sabtu: 08.00 to 17.00; Minggu: 08.00 to 17.00,+627218050000,https://www.google.com/maps/search/?api=1&query=water%20park%20lembah%20hijau&query_place_id=chijy2xawgtaqc4rq3mfbqmg7xi,OPERATIONAL,"['Keunggulan: Pertunjukan live', 'Aksesibilitas: Toilet khusus pengguna kursi roda', 'Penawaran: Makanan', 'Fasilitas: Restoran', 'Fasilitas: Toilet', 'Pembayaran: Pembayaran seluler dengan NFC', 'Anak-anak: Cocok untuk anak-anak', 'Anak-anak: Taman bermain']",apify_google_maps,1,2026-07-13T02:40:24.282Z,2026-07-13T02:40:24.282Z,2026-07-13T13:48:50.442317+00:00,1.0,True,accepted,1.0,['category_accepted'],Kategori utama 'Tujuan Wisata' disetujui,can_5172878bb5f9,part_of,can_bf08bd9763ad,canonical_root
can_f8b73d97fc4c,WaterBoom Bumi Kedaton,waterboom bumi kedaton,,recreation,"['recreation', 'park']","bumi kedaton, Batu Putuk, Kec. Tlk. Betung Utara, Kota Bandar Lampung, Lampung 35234, Indonesia",Kota Bandar Lampung,"Batu Putuk, Kecamatan Teluk Betung Utara",,-5.4348766,105.2262448,4.1,310.0,,,,,,,https://www.google.com/maps/search/?api=1&query=waterboom%20bumi%20kedaton&query_place_id=chijmecbxw7aqc4rxjmif3w4vf8,OPERATIONAL,"['Aksesibilitas: Tempat parkir khusus pengguna kursi roda', 'Aksesibilitas: Toilet khusus pengguna kursi roda', 'Penawaran: Makanan', 'Fasilitas: Toilet', 'Tipe pengunjung: Ramah keluarga', 'Anak-anak: Cocok untuk anak-anak', 'Anak-anak: Taman bermain']",apify_google_maps,1,2026-07-13T02:40:24.865Z,2026-07-13T02:40:24.865Z,2026-07-13T13:48:50.779102+00:00,1.0,True,accepted,1.0,['category_accepted'],Kategori utama 'Tujuan Wisata' disetujui,can_6aedd164b6b5,part_of,can_f8b73d97fc4c,canonical_root
