canonical_id,name,region,pilot_batch,total_reviews_collected,positive_collected,negative_collected,neutral_collected,positive_selected,negative_selected,neutral_selected,coverage_status,target_positive,target_negative,target_neutral
can_57c6de033708,Canti Kalianda Beach,Kabupaten Lampung Selatan,batch_002,6,4,2,0,3,2,0,partial_bucket_coverage,5,3,2
can_58c471e76647,Slanik Waterpark Lampung,Kabupaten Lampung Selatan,batch_002,16,10,6,0,5,3,0,partial_bucket_coverage,5,3,2
can_58c807b2db79,Taman berwarna pingled 22,Kota Metro,batch_002,0,0,0,0,0,0,0,no_google_reviews,5,3,2
can_58dbf563cd1b,Pantai kerang mas ujung,Kabupaten Lampung Timur,batch_002,11,8,0,3,5,0,2,partial_bucket_coverage,5,3,2
can_59a8f91551ac,Pahawang,Kabupaten Pesawaran,batch_002,13,9,0,4,5,0,2,partial_bucket_coverage,5,3,2
can_5b090a3eef9a,Taman Yosomulyo,Kota Metro,batch_002,14,9,1,4,5,1,2,partial_bucket_coverage,5,3,2
can_5bfcf4361215,Kebun Sambudi,Kabupaten Way Kanan,batch_003,0,0,0,0,0,0,0,no_google_reviews,5,3,2
can_5d307a1b99f0,Pulau Tangkil,Kabupaten Pesawaran,batch_003,14,9,0,5,5,0,2,partial_bucket_coverage,5,3,2
can_5dd47abc65d1,Kolam Renang Tirta Garden,Kabupaten Tulang Bawang,batch_003,18,10,7,1,5,3,1,partial_bucket_coverage,5,3,2
can_5e028583732f,PEMANCINGAN ENTONG,Kabupaten Lampung Timur,batch_003,2,2,0,0,1,0,0,partial_bucket_coverage,5,3,2
can_5f8aebc62c3b,Khalisaa,Kabupaten Pringsewu,batch_003,0,0,0,0,0,0,0,no_google_reviews,5,3,2
can_60213ad709e9,Taman Bunderan Pasar Lama,Kabupaten Tulang Bawang,batch_003,9,6,2,1,5,1,1,partial_bucket_coverage,5,3,2
can_60372709f532,Lampung Walk,Kota Bandar Lampung,batch_003,15,8,6,1,5,3,1,partial_bucket_coverage,5,3,2
can_63edbda4acba,Arum jeram,Kabupaten Lampung Utara,batch_003,0,0,0,0,0,0,0,no_google_reviews,5,3,2
can_63f18aaf8fe3,Wisata Jeruk Nandasari,Kabupaten Lampung Tengah,batch_003,2,1,1,0,1,0,0,partial_bucket_coverage,5,3,2
can_65c1d43cb691,Wisata mata air,Kabupaten Tanggamus,batch_003,3,3,0,0,2,0,0,partial_bucket_coverage,5,3,2
can_66fdd8bc783d,Water World Lampung,Kabupaten Lampung Selatan,batch_003,21,13,7,1,5,3,1,partial_bucket_coverage,5,3,2
can_684dc64e2007,Taman Sahabat Kotabumi,Kabupaten Lampung Utara,batch_003,16,10,6,0,5,3,0,partial_bucket_coverage,5,3,2
can_68d3dfe705e8,Pantai Ketang,Kabupaten Lampung Selatan,batch_003,14,8,6,0,5,3,0,partial_bucket_coverage,5,3,2
can_6997564dc98d,Miso 4 saudara,Kabupaten Pesisir Barat,batch_003,0,0,0,0,0,0,0,no_google_reviews,5,3,2
can_69d3f2d38cb6,Kebun Raya Liwa,Kabupaten Lampung Barat,batch_003,16,10,6,0,5,3,0,partial_bucket_coverage,5,3,2
can_6ab9ce7897e3,Rest Area Karetan Desa Labuhan Ratu 7,Kabupaten Lampung Timur,batch_003,0,0,0,0,0,0,0,no_google_reviews,5,3,2
can_6b4de3296b39,Air Terjun Talang Beringin,Kabupaten Tanggamus,batch_003,6,3,2,1,2,2,1,partial_bucket_coverage,5,3,2
can_6cd30a8f7045,Simpang Wisata Cakat Raya,Kabupaten Tulang Bawang,batch_003,5,5,0,0,4,0,0,partial_bucket_coverage,5,3,2
can_6d344c26c3c7,Taman Merdeka Kota Metro,Kota Metro,batch_003,17,11,6,0,5,3,0,partial_bucket_coverage,5,3,2
can_6e090b1dc62c,Nuwo Kayew,Kota Metro,batch_003,1,1,0,0,1,0,0,partial_bucket_coverage,5,3,2
can_6f29bc97913a,Bendungan Cekdam Way laay,Kabupaten Pesisir Barat,batch_003,1,1,0,0,1,0,0,partial_bucket_coverage,5,3,2
can_6fd6f7a7a4fd,Masjid Agung Taqwa Kota Metro,Kota Metro,batch_003,16,10,6,0,5,3,0,partial_bucket_coverage,5,3,2
can_7005c4ec9fc4,Pantai Beringin Saka,Kabupaten Tanggamus,batch_003,6,4,0,2,4,0,1,partial_bucket_coverage,5,3,2
can_70d12f0a7aac,Sidodadi Water fall,Kabupaten Pesawaran,batch_003,1,1,0,0,1,0,0,partial_bucket_coverage,5,3,2
can_712fbb4d50b9,Jembatan Gantung 28,Kota Metro,batch_003,14,11,2,1,5,2,1,partial_bucket_coverage,5,3,2
can_71fb507d13dc,Puncak Satu 7 Gunung Abung,Kabupaten Lampung Utara,batch_003,4,4,0,0,3,0,0,partial_bucket_coverage,5,3,2
can_720fb2c2e8a5,Pantai Canti Kalianda,Kabupaten Lampung Selatan,batch_003,19,9,10,0,5,3,0,partial_bucket_coverage,5,3,2
can_7267a0673e60,Perkebunan Jambu Kristal Gusanto,Kabupaten Tulang Bawang Barat,batch_003,0,0,0,0,0,0,0,no_google_reviews,5,3,2
can_72cb6f83970c,Pos Air BD. Sejahtera,Kabupaten Tulang Bawang,batch_003,1,1,0,0,0,0,0,reviews_without_text,5,3,2
can_73315375b2b4,Bukit Panjerejo,Kabupaten Pringsewu,batch_003,17,11,6,0,5,3,0,partial_bucket_coverage,5,3,2
can_74ca5e6c8a7c,lemahe mbahmu,Kabupaten Tulang Bawang Barat,batch_003,1,1,0,0,0,0,0,reviews_without_text,5,3,2
can_79bfedda5c4d,Teropong Kota Bukit Sindy,Kota Bandar Lampung,batch_003,20,10,10,0,5,3,0,partial_bucket_coverage,5,3,2
can_7a3830c677ef,AIR TERJUN (CURUP),Kabupaten Tanggamus,batch_003,0,0,0,0,0,0,0,no_google_reviews,5,3,2
can_7b72130897dd,TAMAN BUNGA INDAH MANDIRI,Kota Bandar Lampung,batch_003,1,1,0,0,1,0,0,partial_bucket_coverage,5,3,2
can_7e4407f19c27,Mr Sunday - Trip Pulau Pahawang,Kabupaten Pesawaran,batch_003,2,2,0,0,1,0,0,partial_bucket_coverage,5,3,2
can_7ef4299202c4,Menara Siger Lampung,Kabupaten Lampung Selatan,batch_003,17,10,7,0,5,3,0,partial_bucket_coverage,5,3,2
can_7ffcb2575c29,Lapangan Banjar Margo,Kabupaten Tulang Bawang,batch_003,2,2,0,0,1,0,0,partial_bucket_coverage,5,3,2
can_81dc1c9f1e25,TAMAN TIYUH MULYA SARI,Kabupaten Tulang Bawang Barat,batch_003,5,4,1,0,4,0,0,partial_bucket_coverage,5,3,2
can_83f96132a28e,B.C Lantana,Kabupaten Pesawaran,batch_003,8,8,0,0,5,0,0,partial_bucket_coverage,5,3,2
can_847ed2298586,Pantai Melasti,Kabupaten Lampung Barat,batch_003,18,12,6,0,5,3,0,partial_bucket_coverage,5,3,2
can_87975ba63347,TUGU GAJAH BARBEL PRINGSEWU,Kabupaten Pringsewu,batch_003,16,10,6,0,5,3,0,partial_bucket_coverage,5,3,2
can_8ad5903c6bbd,Pantai cukuh bedil,Kabupaten Pringsewu,batch_003,3,3,0,0,3,0,0,partial_bucket_coverage,5,3,2
can_8b11a2aeb1a0,Watu gedi,Kabupaten Lampung Timur,batch_003,4,4,0,0,4,0,0,partial_bucket_coverage,5,3,2
can_8bf098941c4b,Air terjun sarjaya,Kabupaten Tanggamus,batch_003,2,2,0,0,1,0,0,partial_bucket_coverage,5,3,2
can_8dbc09e7534f,Curup way ngison,Kabupaten Lampung Barat,batch_003,1,1,0,0,0,0,0,reviews_without_text,5,3,2
can_9027a53eb791,Bukit Sidoluhur,Kabupaten Lampung Tengah,batch_003,2,1,0,1,0,0,1,partial_bucket_coverage,5,3,2
can_914202914e45,PERKEBUNAN PEBRI SUKSES,Kabupaten Way Kanan,batch_003,1,1,0,0,0,0,0,reviews_without_text,5,3,2
can_91cbaf568da3,TAMAN BUMEN,Kabupaten Pringsewu,batch_003,3,3,0,0,2,0,0,partial_bucket_coverage,5,3,2
can_93a81890063f,Taman Wisata Way Rarem/Bendungan Way Rarem,Kabupaten Lampung Utara,batch_003,18,10,8,0,5,3,0,partial_bucket_coverage,5,3,2
can_93ef14c458ec,Bukit Singkek,Kabupaten Tanggamus,batch_003,4,4,0,0,3,0,0,partial_bucket_coverage,5,3,2
can_9460594145a4,Taman kuda mulyosari,Kabupaten Tulang Bawang Barat,batch_003,0,0,0,0,0,0,0,no_google_reviews,5,3,2
can_96701f380902,Kebun singkong,Kabupaten Tulang Bawang Barat,batch_003,0,0,0,0,0,0,0,no_google_reviews,5,3,2
can_971ef616f035,Air Terjun KERETA,Kabupaten Way Kanan,batch_003,13,12,0,1,5,0,1,partial_bucket_coverage,5,3,2
can_9a5f3d1ef301,Lovina Krui Surf | penginapan krui | Camp Surf Krui,Kabupaten Pesisir Barat,batch_003,15,11,4,0,5,3,0,partial_bucket_coverage,5,3,2
can_9e088d30e726,Lembah Mamabe,Kabupaten Pesawaran,batch_003,3,2,1,0,2,0,0,partial_bucket_coverage,5,3,2
can_9e82bc01bd42,Taman Wisata Bukit Singkek,Kabupaten Tanggamus,batch_003,5,5,0,0,5,0,0,partial_bucket_coverage,5,3,2
can_9f9f62569267,Air terjun ciupang,Kabupaten Pesawaran,batch_003,0,0,0,0,0,0,0,no_google_reviews,5,3,2
can_a0690d109e96,Embung Way Negara Harja II,Kabupaten Way Kanan,batch_003,0,0,0,0,0,0,0,no_google_reviews,5,3,2
can_a0d4ca18f1f7,Kolam renang,Kabupaten Tanggamus,batch_003,0,0,0,0,0,0,0,no_google_reviews,5,3,2
can_a13718fb6f35,Tebing batu manula tnbbs,Kabupaten Pesisir Barat,batch_003,5,5,0,0,4,0,0,partial_bucket_coverage,5,3,2
can_a18ea9af3538,Pantai Teluk Nipah Kalianda,Kabupaten Lampung Selatan,batch_003,15,10,3,2,5,2,2,partial_bucket_coverage,5,3,2
can_a4073e37b1a3,Taman sukaraja,Kabupaten Pesawaran,batch_003,1,1,0,0,0,0,0,reviews_without_text,5,3,2
can_a41aa38612f2,Air terjun way handak,Kabupaten Tanggamus,batch_003,0,0,0,0,0,0,0,no_google_reviews,5,3,2
can_a5ad28d20e8a,Kuil Ketapang II,Kabupaten Lampung Utara,batch_003,0,0,0,0,0,0,0,no_google_reviews,5,3,2
can_a673a677b7a1,Wisata Ndoro Putri (view jembatan way sekampung),Kabupaten Pringsewu,batch_003,14,10,3,1,5,2,1,partial_bucket_coverage,5,3,2
can_a782197a9c50,Batas desa Ambarawa barat sumberagung,Kabupaten Pringsewu,batch_003,0,0,0,0,0,0,0,no_google_reviews,5,3,2
can_a95502ad98a4,ڤُنْچَاكْ ڳُوْس لِيحْ PUNCAK GUSLIKH,Kabupaten Tanggamus,batch_003,2,2,0,0,2,0,0,partial_bucket_coverage,5,3,2
can_a992162a2163,Way Telaga Bendungan (WTB),Kabupaten Lampung Selatan,batch_003,1,1,0,0,1,0,0,partial_bucket_coverage,5,3,2
can_aae582205b02,Pantai Tembakak Krui,Kabupaten Pesisir Barat,batch_003,15,10,5,0,5,3,0,partial_bucket_coverage,5,3,2
can_ac390b1e275a,TAMAN SRI TANJUNG,Kabupaten Lampung Utara,batch_003,2,2,0,0,1,0,0,partial_bucket_coverage,5,3,2
can_adca6edc5471,LAPKOL GEMPAR,Kabupaten Pringsewu,batch_004,1,1,0,0,0,0,0,reviews_without_text,5,3,2
can_adccff754b63,Kampoeng vietnam,Kota Bandar Lampung,batch_004,21,11,8,2,5,3,2,complete_bucket_coverage,5,3,2
can_af6e64f6fb43,Sawah Anton kian sp5,Kabupaten Mesuji,batch_004,1,1,0,0,0,0,0,reviews_without_text,5,3,2
can_afa73bc2f2c7,Sobo Tirto kali medek,Kabupaten Lampung Timur,batch_004,12,11,1,0,5,1,0,partial_bucket_coverage,5,3,2
can_b06c1efc55fa,Gajah Mandiri,Kabupaten Lampung Tengah,batch_004,16,11,4,1,5,3,1,partial_bucket_coverage,5,3,2
can_b0e5185e555e,Kuala Mesuji,Kabupaten Mesuji,batch_004,1,1,0,0,1,0,0,partial_bucket_coverage,5,3,2
can_b16862bda345,Pulau Pedang,Kabupaten Way Kanan,batch_004,0,0,0,0,0,0,0,no_google_reviews,5,3,2
can_b279666e08e8,Aero Travelindo,Kabupaten Pesawaran,batch_004,14,9,5,0,5,3,0,partial_bucket_coverage,5,3,2
can_b32ad9907744,Kawasan Konservasi mangrov kota Bandar Lampung,Kota Bandar Lampung,batch_004,2,2,0,0,1,0,0,partial_bucket_coverage,5,3,2
can_b3eb68df8df3,Olok Kuali,Kabupaten Way Kanan,batch_004,0,0,0,0,0,0,0,no_google_reviews,5,3,2
can_b4a866f13078,Camping island,Kabupaten Pringsewu,batch_004,1,1,0,0,1,0,0,partial_bucket_coverage,5,3,2
can_b8cd349439a8,Greenhouse PP Nurul Fattah,Kabupaten Tulang Bawang,batch_004,5,5,0,0,4,0,0,partial_bucket_coverage,5,3,2
can_b93fe6f09dc1,Pintu 1 Air Terjun Lembah Pelangi Sukamaju,Kabupaten Tanggamus,batch_004,2,1,1,0,1,0,0,partial_bucket_coverage,5,3,2
can_bb87aac30d54,Puncak Desa Wisata Pujorahayu,Kabupaten Pesawaran,batch_004,16,11,0,5,5,0,2,partial_bucket_coverage,5,3,2
can_bbfb7298f102,PANTAI UJUNG,Kabupaten Pesisir Barat,batch_004,7,6,0,1,5,0,1,partial_bucket_coverage,5,3,2
can_bfec6e506426,Jembatan Pelita Sumbersari Metro Selatan,Kota Metro,batch_004,14,8,5,1,5,3,1,partial_bucket_coverage,5,3,2
can_c11290c7c49e,Curug Mbah Gimo,Kabupaten Lampung Barat,batch_004,6,6,0,0,5,0,0,partial_bucket_coverage,5,3,2
can_c18a686e556c,Water Boom Monlee,Kabupaten Lampung Utara,batch_004,1,0,0,1,0,0,0,reviews_without_text,5,3,2
can_c48c198af0e6,Lebung gustut,Kabupaten Lampung Tengah,batch_004,0,0,0,0,0,0,0,no_google_reviews,5,3,2
can_c7781714a7d1,"Hutan Mangrove, kuala penet, Lampung Timur",Kabupaten Lampung Timur,batch_004,1,1,0,0,1,0,0,partial_bucket_coverage,5,3,2
can_c89e4264540a,Kampung Agrowidya Wisata,Kota Bandar Lampung,batch_004,12,10,2,0,5,1,0,partial_bucket_coverage,5,3,2
can_cada872752b2,Pantai Sari Ringgung,Kabupaten Pesawaran,batch_004,19,11,6,2,5,3,2,complete_bucket_coverage,5,3,2
can_cb536af6e5ba,Kebun Alpukat Siger Desa Girimulyo,Kabupaten Lampung Timur,batch_004,0,0,0,0,0,0,0,no_google_reviews,5,3,2
can_cbf58a67baf3,WISATA KEBUN JERUK DAENG PARIS 1,Kabupaten Pesawaran,batch_004,4,4,0,0,3,0,0,partial_bucket_coverage,5,3,2
can_cf583713c546,Pantai Klara Lampung,Kabupaten Pesawaran,batch_004,17,11,6,0,5,3,0,partial_bucket_coverage,5,3,2
can_d438db57b470,Pantai Sendung,Kabupaten Lampung Barat,batch_004,0,0,0,0,0,0,0,no_google_reviews,5,3,2
can_d44e6dc9baf4,Gadingreju,Kabupaten Pringsewu,batch_004,0,0,0,0,0,0,0,no_google_reviews,5,3,2
can_d5c81ed1e161,Tampian baheula,Kabupaten Tanggamus,batch_004,0,0,0,0,0,0,0,no_google_reviews,5,3,2
can_d72a6355ec71,Nelayan,Kabupaten Tanggamus,batch_004,0,0,0,0,0,0,0,no_google_reviews,5,3,2
can_d81aa0fa427b,Sawah Aris Putra,Kabupaten Mesuji,batch_004,0,0,0,0,0,0,0,no_google_reviews,5,3,2
can_d885ab730ff6,Kebon H. Dahlius Mufti,Kabupaten Lampung Utara,batch_004,0,0,0,0,0,0,0,no_google_reviews,5,3,2
can_d94d13b0739d,Kawasan Wisata Agroforestri ITERA,Kabupaten Lampung Selatan,batch_004,3,3,0,0,2,0,0,partial_bucket_coverage,5,3,2
can_da51a92cbc18,sawah lebung Bram Gent,Kabupaten Lampung Timur,batch_004,0,0,0,0,0,0,0,no_google_reviews,5,3,2
can_dbab64cde3cc,KEBUN JERUK OM DARWIS,Kabupaten Pesawaran,batch_004,1,1,0,0,0,0,0,reviews_without_text,5,3,2
can_dbed9d70254a,Taman wisata srimenanti,Kabupaten Lampung Timur,batch_004,0,0,0,0,0,0,0,no_google_reviews,5,3,2
can_dc3224d929b6,RUMAH MAMAK,Kabupaten Tulang Bawang,batch_004,0,0,0,0,0,0,0,no_google_reviews,5,3,2
can_dc4f5173460a,Pulau Sekepal,Kabupaten Lampung Selatan,batch_004,12,11,1,0,5,1,0,partial_bucket_coverage,5,3,2
can_dc55b76174dd,TIKUNGAN KEGERINGAN,Kabupaten Lampung Barat,batch_004,0,0,0,0,0,0,0,no_google_reviews,5,3,2
can_dd7cc4c40c55,Ganong mata air,Kabupaten Tanggamus,batch_004,1,1,0,0,0,0,0,reviews_without_text,5,3,2
can_de6fe5f67d19,Ladang Harry Plantations,Kabupaten Lampung Utara,batch_004,1,1,0,0,0,0,0,reviews_without_text,5,3,2
can_e053bc385b26,rumah Fei,Kabupaten Lampung Tengah,batch_004,0,0,0,0,0,0,0,no_google_reviews,5,3,2
can_e3c1c7ff90f2,Masjid Agung Al-Furqan Bandar Lampung,Kota Bandar Lampung,batch_004,16,9,7,0,5,3,0,partial_bucket_coverage,5,3,2
can_e41ec2b68e07,DANAU PAKU - SUMBER HADI,Kabupaten Lampung Timur,batch_004,3,3,0,0,2,0,0,partial_bucket_coverage,5,3,2
can_e8066416c183,FMM Panaragan,Kabupaten Tulang Bawang Barat,batch_004,0,0,0,0,0,0,0,no_google_reviews,5,3,2
can_e9ab8e769b1a,Gubuk P karse,Kabupaten Lampung Timur,batch_004,1,1,0,0,0,0,0,reviews_without_text,5,3,2
can_ea024c308440,Air terjun keranji,Kabupaten Pesawaran,batch_004,0,0,0,0,0,0,0,no_google_reviews,5,3,2
can_ea28fb1041fe,Bumi Perkemahan Bangun Jaya,Kabupaten Tulang Bawang Barat,batch_004,8,4,3,1,4,2,1,partial_bucket_coverage,5,3,2
can_ea9c6614c456,Kebon duku bpk supar,Kabupaten Tanggamus,batch_004,0,0,0,0,0,0,0,no_google_reviews,5,3,2
can_eac17becc7cd,Taman wisata way tebabeng,Kabupaten Lampung Utara,batch_004,16,10,5,1,5,3,1,partial_bucket_coverage,5,3,2
can_ec20090d02ba,Air terjun umbul eklek,Kabupaten Lampung Tengah,batch_004,0,0,0,0,0,0,0,no_google_reviews,5,3,2
can_edaf183aa3c0,TAMAN RAGA DESA BUJUNG BURING,Kabupaten Mesuji,batch_004,9,9,0,0,5,0,0,partial_bucket_coverage,5,3,2
can_ef591262057e,PARKIRAN WISATA MATA AIR GUNUNG BATU,Kabupaten Tanggamus,batch_004,1,1,0,0,0,0,0,reviews_without_text,5,3,2
can_f24cc814321b,Batas Desa,Kabupaten Lampung Tengah,batch_004,0,0,0,0,0,0,0,no_google_reviews,5,3,2
can_f42a04fe3b9a,Lembah Batu Heritage,Kota Bandar Lampung,batch_004,21,13,8,0,5,3,0,partial_bucket_coverage,5,3,2
can_f720fde0e364,Makam,Kabupaten Lampung Timur,batch_004,16,10,6,0,5,3,0,partial_bucket_coverage,5,3,2
can_f766e56533cc,Lungsir (Taman Kota),Kota Bandar Lampung,batch_004,18,11,6,1,5,3,1,partial_bucket_coverage,5,3,2
can_f7ccd97342ff,Pulau Pahawangkecil,Kabupaten Pringsewu,batch_004,11,11,0,0,5,0,0,partial_bucket_coverage,5,3,2
can_f99e2e90304d,Air terjun bunut jaya,Kabupaten Lampung Utara,batch_004,2,2,0,0,1,0,0,partial_bucket_coverage,5,3,2
can_fc56376f1ab8,TAMAN WISATA MT. BUKIT PUNGGUR,Kabupaten Way Kanan,batch_004,6,5,0,1,4,0,1,partial_bucket_coverage,5,3,2
can_fd63dd0c8c25,Sawah wayang Ricky,Kabupaten Tulang Bawang,batch_004,0,0,0,0,0,0,0,no_google_reviews,5,3,2
can_ffa92861bb42,Pulau Sijebi,Kabupaten Pesawaran,batch_004,2,2,0,0,1,0,0,partial_bucket_coverage,5,3,2
